Ageofplant,soilmoisture,soilhumus,temprature,humidity,waterrequired
4871,408,19,311,391,203
4711,301,98,21,57,1730
1175,467,493,457,225,4558
666,159,319,461,171,1541
681,153,247,182,176,9224
324,237,470,57,4,7515
1988,59,80,67,5,9584
1339,83,214,500,130,3122
636,330,443,129,370,7160
2155,315,131,251,216,5133
1399,443,11,447,82,2891
3398,441,182,401,15,4020
2874,63,246,71,132,4117
4200,393,96,246,460,1868
959,361,378,278,68,8278
4097,327,153,471,176,7013
1907,296,115,56,124,3959
1748,226,100,471,476,9902
3497,170,397,160,424,1818
3586,137,16,3,475,9026
2628,151,325,428,119,7536
4182,299,433,101,390,58
1090,170,457,116,330,1905
4210,372,313,426,447,4770
2605,486,194,69,103,9025
3828,350,268,76,105,4520
2960,352,476,194,13,7644
3982,55,166,22,471,2934
4141,309,415,83,190,5737
1595,151,56,308,121,5425
2348,421,307,386,447,9484
3198,451,226,275,321,393
3009,219,397,315,12,2686
1167,244,353,241,446,2723
157,181,354,476,380,4488
4328,94,96,231,412,6480
4200,73,325,10,446,3918
1978,260,267,214,276,6386
407,160,32,448,294,4083
3990,367,198,420,485,2792
166,268,228,135,482,2894
4002,461,481,343,20,5696
2692,456,372,79,328,1937
2035,424,233,43,487,8800
2483,183,427,396,419,5563
946,191,269,274,206,5676
4513,185,158,23,265,4770
1772,233,387,453,308,404
1696,20,108,111,243,5203
461,44,164,426,88,1750
3162,478,286,374,141,1591
2505,195,71,349,447,3527
103,280,499,353,168,5737
782,20,430,161,162,1274
4982,427,85,159,377,6335
1732,94,223,1,440,7568
4838,286,185,441,452,5059
442,61,371,31,266,1465
4983,382,28,12,367,848
2192,76,142,53,135,8011
3874,203,221,109,81,6960
1602,30,339,469,218,8481
2677,26,195,176,224,1668
1200,193,271,96,291,5371
2155,281,218,109,149,4470
4377,425,57,175,175,4984
4773,100,455,453,414,9850
2162,51,454,422,289,9236
53,14,272,176,201,265
3143,12,463,106,143,4601
898,61,330,338,312,5368
914,6,86,20,102,1610
1960,464,54,223,155,6458
3453,119,21,397,482,3994
2133,7,5,361,243,1373
3683,210,428,176,118,5826
132,484,88,169,479,594
3316,114,365,229,457,5454
3973,84,128,274,140,9188
333,137,458,487,170,754
3632,292,418,272,71,6210
1445,19,467,458,225,5214
1303,377,49,242,329,1859
1522,87,484,459,176,3613
1989,66,478,373,299,9319
4307,95,128,383,41,7969
128,31,309,280,238,1536
4229,413,305,391,11,5819
1136,344,300,369,486,2482
3994,171,434,227,424,7249
378,9,2,100,6,8079
4354,452,163,447,421,3814
2238,347,408,363,367,1487
4409,202,250,236,129,4375
4416,390,294,125,376,3881
98,309,23,17,228,1442
2623,176,216,1,188,7966
3838,66,223,269,32,53
3034,450,394,47,496,5459
541,246,492,80,357,6458
3341,314,96,203,103,2988
1984,254,345,128,172,2115
2287,450,191,118,191,5123
4229,122,320,418,175,1689
4577,155,475,221,395,4525
1957,244,48,469,120,5865
4335,493,187,144,262,204
3736,228,137,310,1,1689
1796,495,451,289,327,8739
3153,169,389,302,485,1644
1167,197,474,408,180,2497
1894,314,461,124,87,2223
3929,337,476,468,14,2595
663,471,314,8,269,1358
216,467,56,475,256,6022
4305,251,499,236,263,5896
2183,246,249,20,495,2645
2580,415,393,74,305,90
4537,458,378,59,202,785
4317,53,461,423,72,9031
3205,152,206,469,26,9199
315,132,386,382,462,2952
382,402,147,15,30,954
605,211,381,448,376,1164
2239,53,318,169,173,873
121,302,412,439,62,7693
210,152,348,413,53,726
1913,110,26,434,299,617
409,407,303,137,103,3331
2724,306,2,167,500,2031
453,158,430,49,328,4142
4354,309,30,92,467,224
4322,377,364,450,2,1529
2469,475,224,86,162,7290
187,454,401,397,464,9806
432,252,135,182,97,462
2644,32,215,153,137,6563
1156,452,441,309,301,4477
2756,146,425,410,204,9845
264,235,393,127,186,3751
2097,329,23,190,282,5693
604,432,327,467,425,9852
1999,191,321,337,317,8798
2986,456,198,71,281,5848
3497,175,459,102,352,1375
3613,300,107,64,390,3410
4477,151,379,67,54,7792
3252,150,327,117,23,7111
3769,496,412,265,40,7232
1268,412,449,117,90,5124
2986,198,178,158,272,1860
1113,447,194,364,424,7330
4900,293,4,158,246,8870
2361,61,270,296,480,4085
4491,219,65,490,345,7061
2800,316,61,359,162,6109
2898,320,236,393,46,5557
148,383,364,8,455,4931
1384,305,369,447,378,4992
882,285,176,29,257,8348
1534,472,374,171,122,5918
1849,388,300,350,275,9760
4253,343,325,365,79,477
4663,360,498,185,21,1294
2379,118,139,92,418,95
1322,214,174,461,334,8686
4812,322,189,50,285,5260
1444,101,319,353,486,4424
2838,447,198,357,239,5183
4343,108,93,387,129,1139
1403,182,495,168,285,2685
2859,219,148,500,492,4006
1297,374,162,248,412,1392
3417,362,331,283,306,7246
2555,390,455,333,116,765
1291,154,476,378,447,4919
4045,247,226,307,451,7147
3839,350,314,190,87,758
3474,466,20,334,207,6493
4456,481,74,297,483,8259
1792,307,448,284,396,6059
1087,57,415,76,131,7894
3561,153,250,236,240,502
1031,120,126,491,345,9926
1009,389,114,361,197,6752
3447,446,9,432,399,9567
4083,218,171,233,25,8143
4187,299,309,275,103,1137
1219,376,93,63,27,1842
55,266,241,401,17,6246
2364,108,177,131,14,9378
27,428,129,107,180,7756
2650,229,148,230,159,2950
1550,10,241,346,364,9305
3698,43,374,470,142,5605
293,155,333,375,422,9148
2337,252,157,312,286,207
755,436,229,356,217,6936
1100,467,197,473,431,9186
412,476,230,442,394,7929
4492,185,382,482,481,816
2537,346,86,79,256,1417
296,271,186,366,211,5293
3714,439,340,133,470,92
4760,146,279,198,296,7018
3325,263,240,463,292,330
2867,420,458,338,268,5548
4740,256,36,87,284,9144
3956,134,148,320,267,2466
3153,273,83,116,9,2828
4516,386,398,157,22,3655
862,273,29,437,316,3463
3775,340,121,436,206,6569
2995,400,214,437,411,9574
2932,86,276,159,404,9256
1076,168,133,20,184,9629
823,176,77,350,335,9136
266,384,330,28,264,6646
149,481,48,425,46,4488
2933,34,77,103,351,2798
324,285,61,457,48,6242
1895,287,279,436,141,7557
4039,105,486,151,241,5171
874,206,113,402,294,6602
157,491,326,296,219,4569
4973,203,318,121,275,3735
2755,306,341,316,23,5838
105,26,177,16,399,6217
4711,118,156,216,21,6182
4323,403,210,414,437,6747
907,450,187,37,78,9355
4930,36,316,152,240,125
3307,475,275,280,489,4575
4084,272,201,307,273,1189
1488,218,50,295,492,6241
1287,42,137,355,237,991
4058,185,163,379,233,9593
2954,215,279,123,332,6523
2703,339,224,375,357,350
4630,212,483,251,59,564
201,458,211,1,103,6342
2443,383,469,373,59,8831
1654,65,320,159,370,9087
3887,350,328,123,134,4383
837,425,1,319,385,5496
2640,498,435,269,117,6726
2371,196,224,397,477,9295
3108,207,38,474,260,5926
1222,475,201,39,405,6048
3248,271,12,165,105,9914
1821,438,170,344,390,7653
721,389,119,265,40,5021
2350,338,253,5,158,9531
2197,73,81,232,443,3986
3246,10,258,345,392,5087
4275,131,435,400,110,5425
2999,479,117,359,397,9366
2391,403,294,391,13,4218
4586,219,187,116,492,3711
3073,328,64,397,319,1567
858,372,495,305,69,8466
991,323,355,21,414,6247
1856,327,311,146,185,2044
3466,155,283,56,313,7918
1684,314,409,456,373,1533
568,293,87,143,189,3361
3241,402,65,471,231,7892
750,194,30,15,185,1102
2629,61,319,178,366,4852
4061,440,227,439,369,954
3364,163,361,20,241,5258
290,42,415,140,69,4293
4027,492,140,210,344,6735
2031,137,17,24,322,4554
3137,263,353,210,490,6442
4682,253,194,234,280,5070
4870,99,303,408,183,6516
4448,218,391,24,317,6160
105,172,138,303,105,4568
4916,395,153,313,169,5617
3637,334,151,104,268,7262
3085,395,36,451,475,7731
439,286,490,174,498,2970
3501,27,44,209,134,3583
3364,307,131,364,220,802
2998,246,388,442,422,565
306,285,30,210,288,7955
4055,458,397,66,410,3726
3136,195,195,214,253,4599
4697,162,354,45,32,7254
2090,55,266,77,74,2212
4786,102,410,452,162,9888
724,339,275,462,131,9579
4320,298,357,287,200,9733
14,91,218,47,410,8927
296,223,405,24,396,7162
4300,295,260,151,499,3730
3802,140,38,49,471,4652
2662,175,71,126,434,2487
1049,472,4,109,105,5140
2313,359,434,241,285,6814
521,367,174,418,286,7603
309,384,444,413,477,9224
4544,438,145,257,93,3702
3461,428,330,103,28,8204
3917,29,219,451,438,8337
2339,181,325,427,92,275
262,292,399,283,197,772
4319,154,7,467,330,202
213,441,345,381,207,4972
153,292,12,183,283,927
2282,176,6,141,8,9991
4251,417,144,212,229,9978
3866,348,65,207,37,1082
2985,166,277,281,442,7753
4923,17,56,329,306,5546
1509,18,349,85,125,8846
3591,378,104,17,314,8748
1890,89,93,454,267,6038
4880,146,284,312,251,4170
3057,492,82,317,34,2409
694,283,299,272,36,3252
4809,269,76,481,80,8939
1199,407,487,322,288,5917
4098,10,493,184,99,2917
1674,390,398,86,237,7156
2983,309,421,326,117,6638
3107,12,10,3,210,713
1933,201,181,404,462,8894
4543,465,393,115,269,1785
993,353,224,76,107,691
1942,463,42,420,153,4921
2863,146,188,336,45,3997
1004,407,353,321,479,6098
1958,467,5,125,217,9365
3753,349,442,34,257,9758
3798,428,53,308,111,6307
2681,427,265,246,277,8388
2064,27,311,223,366,6204
2784,323,328,397,19,1097
3385,452,9,240,147,3944
509,271,27,45,8,9221
671,403,191,27,344,7909
1853,93,300,263,191,3288
1231,397,299,65,450,1419
81,155,67,219,293,282
2479,261,94,108,136,7487
3622,447,145,170,206,6091
4421,150,147,5,251,552
3452,408,333,141,407,173
2411,265,67,185,371,401
3090,209,62,440,409,7178
2874,342,13,255,133,2803
3806,306,52,107,278,5302
4156,387,41,87,126,2118
231,241,43,368,69,3538
3301,211,421,169,325,9148
636,58,101,158,140,4757
4806,469,478,347,204,2303
3312,468,358,144,237,8577
2232,446,353,234,400,7447
2074,319,158,399,308,8234
490,499,18,215,398,9300
3782,459,197,347,46,4791
194,327,2,460,451,8520
93,466,267,331,384,2275
2042,68,227,41,222,2107
2400,82,485,102,39,163
3949,495,167,299,9,6664
4808,308,273,427,279,8999
327,311,130,454,447,3242
1870,342,492,19,138,2339
3115,253,255,72,150,4041
2918,58,89,185,261,4665
4410,159,428,40,117,9464
1489,202,469,242,121,9688
3593,122,402,296,356,8646
1680,194,293,277,198,1364
1993,136,62,289,400,2477
3893,60,243,24,99,9158
1509,337,249,394,434,2141
646,162,2,25,415,7188
2161,364,284,332,308,5342
1500,194,125,89,129,5964
4776,44,411,439,355,9916
3766,304,283,462,145,4168
2512,93,166,162,385,9453
4283,160,113,449,212,3947
2739,292,469,297,366,4892
208,348,146,479,24,9497
2794,494,74,366,80,6692
2981,69,447,399,259,744
583,315,32,242,155,1144
536,21,449,196,399,7368
2862,347,235,390,331,629
3540,183,483,333,72,2634
3251,344,46,437,7,3412
4862,174,51,386,337,7428
986,307,210,247,227,6816
3897,174,78,276,340,21
3574,40,169,367,145,6423
3309,179,235,126,280,3462
823,297,78,282,257,431
1253,35,343,59,78,776
3169,201,198,192,342,2489
3304,170,215,220,344,4671
3762,148,457,484,438,4174
3881,227,134,34,380,1723
4159,308,99,43,95,5051
1484,251,118,395,267,3857
132,135,250,481,20,1796
253,48,202,294,485,5866
470,362,292,410,133,2419
2626,475,115,441,429,4418
3525,168,479,234,389,8748
3002,348,42,324,172,7846
4235,461,307,170,471,7054
3317,75,104,487,337,6102
574,411,254,73,242,7265
2755,464,29,285,365,5872
1852,453,285,269,68,9079
4482,268,98,73,329,5650
4398,314,335,220,135,1942
3913,422,319,484,105,492
814,322,470,85,6,1201
2749,232,442,404,363,7673
3651,217,341,346,438,5670
3638,470,106,475,351,1074
2409,272,113,389,183,5143
4351,428,464,24,96,7218
1172,139,169,175,55,9516
4915,15,50,256,421,8511
3235,59,98,99,267,5506
2570,495,462,342,160,4734
712,496,109,453,160,2044
4848,9,65,108,366,4117
3128,134,362,430,57,577
4878,285,408,241,405,1053
4474,215,191,163,270,2246
4875,432,101,98,173,2731
1241,198,495,428,48,8640
807,441,115,298,495,4329
4734,79,423,247,494,9457
4325,418,443,340,182,2810
2447,147,336,36,112,4499
968,238,499,394,223,2751
46,11,496,426,298,5568
2688,441,3,312,128,4990
3863,24,499,122,72,4063
2805,92,240,308,421,9377
12,168,416,197,370,6891
1766,104,169,244,433,3395
871,369,380,204,454,6440
2945,230,461,44,234,274
273,178,313,300,203,9089
116,194,490,113,421,3613
2768,222,78,391,464,7029
4986,110,28,255,309,7957
2426,45,345,326,306,685
914,131,250,282,13,8055
1861,107,272,226,234,1676
3774,61,73,247,400,1771
4977,81,23,314,414,2074
478,61,355,179,83,5390
3720,63,144,212,331,7507
3793,8,302,229,317,6694
3981,29,133,123,247,4467
3147,498,493,452,4,3670
527,259,34,336,486,2692
757,372,158,4,243,6215
4987,364,470,418,318,3482
2984,405,230,91,317,4908
2066,479,440,55,332,8784
1272,111,32,230,314,2544
3468,197,414,421,259,5502
3507,355,440,201,308,9715
4139,40,383,471,228,3283
190,417,275,215,371,8284
253,334,297,95,174,4373
2409,498,245,179,4,6314
2359,44,448,272,367,8944
1761,125,372,72,405,6588
1996,191,380,472,82,1331
4652,80,399,449,342,3639
2101,320,493,464,210,9462
2694,118,394,67,453,4186
393,351,432,433,173,6702
2703,420,114,51,186,5623
3108,223,180,259,491,3761
2002,68,119,163,321,1144
3189,247,89,450,60,1340
697,41,311,140,303,6755
529,381,204,250,391,6134
4555,121,44,314,36,8398
962,107,366,196,214,9651
3117,153,71,314,364,6639
2720,251,152,171,369,7979
4167,477,85,187,230,5478
4125,36,104,498,5,7247
491,215,458,444,420,8639
548,65,7,347,15,3416
1350,83,133,370,441,8971
114,59,394,69,246,2641
285,451,186,13,264,9853
2702,59,138,316,147,4191
154,107,431,379,306,2240
4632,441,349,165,214,4706
4099,205,177,194,463,2854
2429,103,297,472,455,5979
2281,415,257,157,57,3769
940,450,184,267,233,2370
55,427,57,481,373,460
1304,251,79,490,180,5096
1755,164,407,385,366,7797
3204,281,108,304,391,3376
1338,308,195,251,175,1857
3245,341,2,41,438,6696
1995,162,331,44,145,306
4891,285,339,412,383,9933
2418,396,370,363,52,3779
3970,282,155,292,219,7820
4095,162,487,283,143,2783
747,178,393,218,268,5127
3069,398,27,61,174,6773
4971,78,316,185,279,852
2526,77,117,422,224,122
1454,116,275,337,12,1985
728,197,106,389,67,9554
2087,454,264,309,342,6078
2026,372,202,488,113,3012
2396,402,102,287,7,6916
4344,441,293,109,11,840
2546,140,425,64,163,8014
3503,83,348,307,14,7045
509,127,351,26,495,1293
227,426,190,477,167,276
3945,198,392,405,407,74
3946,77,258,446,32,5462
4797,36,407,76,174,8788
560,358,21,484,215,2634
4127,85,187,374,238,1227
216,206,391,206,283,3305
4793,401,297,327,36,6467
691,302,342,442,463,6995
2432,408,294,172,167,7660
372,464,140,161,376,2457
2913,477,146,432,293,1906
4671,466,308,60,469,4981
1903,329,488,267,51,4806
3047,474,424,315,311,972
575,293,48,428,357,9716
1777,332,176,430,348,1289
1800,420,219,286,24,7494
3348,328,436,451,117,3584
1944,301,270,342,339,9956
394,139,252,336,193,9330
3931,157,49,498,75,3258
2995,492,313,471,346,283
1200,462,174,496,82,1686
2728,396,331,438,151,7360
4804,249,139,220,167,5579
3375,393,42,181,243,7970
1667,14,171,129,29,72
1682,109,455,139,77,7239
2962,474,13,153,359,3435
4850,315,315,452,143,9962
4789,131,93,37,170,8435
2754,266,378,451,223,1345
1324,363,364,417,334,2025
1516,359,396,119,472,8028
3718,249,71,450,109,5443
214,427,263,401,420,6814
1352,428,277,74,42,8309
1476,354,109,228,295,1343
1537,374,418,223,148,8015
1094,261,167,68,161,7285
3550,464,56,167,322,3479
2235,323,317,228,215,511
1936,444,64,159,482,5248
804,211,434,391,369,1380
1832,151,93,57,100,5200
1578,223,184,23,92,7627
426,281,369,156,175,410
4917,473,412,5,495,7421
4106,134,336,363,251,1815
2737,230,429,148,375,2610
1964,15,319,169,374,3244
1104,449,153,397,408,5467
1300,495,100,99,390,812
1388,89,430,53,90,850
4238,197,23,268,263,3889
2799,334,1,384,371,257
421,310,55,170,111,5955
836,390,298,494,414,3899
3320,413,361,410,164,4482
2883,54,37,372,101,5460
2596,373,280,307,330,2239
657,260,268,386,63,4169
4451,61,353,405,279,7603
170,333,406,156,223,3579
261,486,175,139,63,3784
3431,337,400,42,137,9989
2643,193,7,421,412,5520
1777,129,351,130,272,9071
650,374,408,107,332,6765
1454,498,60,281,147,1678
4170,297,157,215,162,1604
1841,114,417,258,453,8919
3027,468,140,213,396,9273
1490,94,246,209,50,3514
1243,446,433,311,337,2854
2326,491,357,425,105,4715
978,215,118,275,489,1276
2051,287,126,184,147,3929
1575,102,427,205,109,2920
3541,364,379,119,172,2442
4170,383,74,151,91,5276
1965,400,13,118,126,1490
2743,17,278,309,185,675
1021,331,78,281,54,3484
2443,372,471,88,249,8767
2872,82,288,29,85,3904
1385,462,450,29,249,5056
160,296,189,178,401,8641
2974,352,223,130,363,8548
3425,128,390,491,244,7529
1642,390,105,246,302,3200
1944,338,218,431,489,9775
3862,145,474,176,327,9316
798,123,479,419,321,6287
4749,375,76,396,62,221
2679,446,250,105,265,8454
3769,307,3,387,292,2915
372,293,76,103,39,1077
1976,274,4,79,23,2912
548,457,395,393,332,189
2936,326,265,50,362,4004
1385,49,411,348,152,7744
3601,265,211,124,355,5945
3446,35,432,410,416,1441
4463,165,434,360,453,1123
1414,456,454,260,36,6411
2909,459,100,375,488,7039
444,222,311,8,40,524
4085,93,440,273,185,9213
2459,145,360,463,387,4600
1463,222,42,198,382,5965
3817,272,345,471,96,6688
1338,128,214,465,53,9163
2028,404,435,311,83,7686
615,431,8,166,263,1783
2574,171,351,142,149,2970
4819,32,367,485,292,8013
1379,472,458,159,194,8416
3800,45,455,73,101,9380
3862,320,62,259,293,8647
551,90,179,140,414,6415
685,105,95,191,430,2304
2334,212,242,258,149,1007
4866,285,419,131,298,348
967,26,206,136,300,5831
1052,263,272,398,221,7663
271,108,401,368,256,373
2907,258,286,119,258,5579
1892,206,267,130,284,5859
1794,417,373,4,225,6316
40,475,10,355,18,9450
4572,155,416,435,118,7008
4860,115,290,128,275,2422
1196,39,271,50,87,5185
410,311,72,87,50,3683
2220,157,198,76,86,6398
4625,32,357,147,413,3359
1885,317,419,386,337,6396
1656,387,319,213,72,5809
4675,356,262,236,245,5104
866,294,255,2,49,6330
767,203,286,306,449,8824
2593,494,334,62,238,1100
1036,206,483,469,263,8681
1740,239,365,411,217,3379
3325,183,92,123,34,120
2983,31,70,27,94,2020
2548,74,365,203,348,6827
2199,400,134,358,99,8217
4700,368,456,21,285,2548
4055,227,203,433,228,4427
3677,339,165,288,236,1100
3689,442,284,18,238,8694
1441,117,469,107,204,8087
685,445,108,465,128,4343
2972,7,461,262,257,7490
3271,137,142,193,414,9538
3626,134,295,189,278,5689
1812,160,387,403,178,7374
626,284,14,247,419,1676
4056,336,158,119,254,5512
4605,60,142,318,327,5605
3093,349,295,451,221,8265
1482,306,149,346,46,1356
3136,180,340,460,105,6561
1911,419,466,68,314,1749
373,34,452,36,62,6899
370,407,476,325,346,8994
4353,363,250,457,54,692
2923,72,313,238,352,7747
3912,495,41,436,415,1960
4935,293,187,191,149,1557
78,474,489,48,300,1011
4979,430,343,223,149,2012
1201,130,20,36,135,6489
2695,14,293,311,241,7498
4686,441,355,331,258,3181
3355,317,197,319,470,8178
1785,384,318,237,114,8296
2425,162,189,293,244,4517
3017,112,322,198,100,6566
3618,104,51,142,445,4114
512,23,109,379,410,7477
218,481,434,475,459,4373
3490,222,101,60,64,5086
1806,242,312,262,196,4464
2953,76,310,181,480,4119
